[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1708683062.546000 2/23/2024, 11:11:02 AM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.56,  Build 72

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: WholeLoop_5K.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1708695653.187,,2.344242e+004,4.998583e+000,-8.504383e-002,0.000000e+000,2,9.825102e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.991199e-003,0.000000e+000,0,,0,
1708695783.281,,2.546667e+004,4.998769e+000,-8.014580e-002,0.000000e+000,2,9.825949e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.432346e-003,0.000000e+000,0,,0,
1708695907.390,,2.749091e+004,4.998862e+000,-7.569952e-002,0.000000e+000,2,9.829118e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,1.869678e-003,0.000000e+000,0,,0,
1708696054.828,,2.951515e+004,4.995779e+000,-7.141953e-002,0.000000e+000,2,9.840051e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.054214e-003,0.000000e+000,0,,0,
1708696179.718,,3.153939e+004,4.998909e+000,-6.785136e-002,0.000000e+000,2,9.830546e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.338409e-003,0.000000e+000,0,,0,
1708696305.328,,3.356364e+004,4.998208e+000,-6.420373e-002,0.000000e+000,2,9.843507e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.365040e-003,0.000000e+000,0,,0,
1708696431.000,,3.558788e+004,4.998302e+000,-6.112191e-002,0.000000e+000,2,9.831697e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.365993e-003,0.000000e+000,0,,0,
1708696557.187,,3.761212e+004,4.998535e+000,-5.805175e-002,0.000000e+000,2,9.835388e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.336025e-003,0.000000e+000,0,,0,
1708696697.125,,3.963636e+004,4.998816e+000,-5.529645e-002,0.000000e+000,2,9.835603e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.086090e-003,0.000000e+000,0,,0,
1708696824.703,,4.166061e+004,4.998349e+000,-5.267693e-002,0.000000e+000,2,9.834390e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.272057e-003,0.000000e+000,0,,0,
1708696952.984,,4.368485e+004,4.998769e+000,-5.016765e-002,0.000000e+000,2,9.834004e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,1.868725e-003,0.000000e+000,0,,0,
1708697081.718,,4.570909e+004,4.998348e+000,-4.777380e-002,0.000000e+000,2,9.839419e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.084660e-003,0.000000e+000,0,,0,
1708697211.062,,4.773333e+004,4.998395e+000,-4.554449e-002,0.000000e+000,2,9.838668e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.739357e-003,0.000000e+000,0,,0,
1708697346.312,,4.975757e+004,4.998675e+000,-4.357407e-002,0.000000e+000,2,9.837712e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.805233e-003,0.000000e+000,0,,0,
1708697469.828,,5.178182e+004,4.997975e+000,-4.162135e-002,0.000000e+000,2,9.835122e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.831863e-003,0.000000e+000,0,,0,
1708697606.562,,5.380606e+004,4.998629e+000,-3.977866e-002,0.000000e+000,2,9.838737e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.898216e-003,0.000000e+000,0,,0,
1708697737.609,,5.583030e+004,4.998348e+000,-3.792829e-002,0.000000e+000,2,9.840046e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.084660e-003,0.000000e+000,0,,0,
1708697869.390,,5.785455e+004,4.998208e+000,-3.631258e-002,0.000000e+000,2,9.842212e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.989769e-003,0.000000e+000,0,,0,
1708698000.968,,5.987879e+004,4.998209e+000,-3.461719e-002,0.000000e+000,2,9.836268e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.553391e-003,0.000000e+000,0,,0,
1708698126.843,,6.190303e+004,4.998675e+000,-3.328071e-002,0.000000e+000,2,9.843386e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.430916e-003,0.000000e+000,0,,0,
1708698259.703,,6.392727e+004,4.998442e+000,-3.202583e-002,0.000000e+000,2,9.841522e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.645897e-003,0.000000e+000,0,,0,
1708698408.875,,6.595152e+004,4.996619e+000,-3.013935e-002,0.000000e+000,2,9.833741e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,1.307011e-003,0.000000e+000,0,,0,
1708698541.828,,6.797576e+004,4.998536e+000,-2.905290e-002,0.000000e+000,2,9.838676e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,3.272057e-003,0.000000e+000,0,,0,
1708698682.656,,7.000000e+004,4.998489e+000,-2.798340e-002,0.000000e+000,2,9.840647e-001,0.000000e+000,,,,,,,,,,,,,,64,1,4.000000e+000,2.803802e-003,0.000000e+000,0,,0,
1708698730.093,,7.000000e+004,4.994846e+000,-2.741328e-002,2.428379e-004,2,9.856086e-001,8.858404e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.666805e-003,0.000000e+000,0,,0,
1708698912.562,,6.797576e+004,4.996153e+000,2.833725e-002,6.074075e-004,2,9.748878e-001,2.143495e+000,,,,,,,,,,,,,,64,3,4.000000e+000,5.510807e-003,0.000000e+000,0,,0,
1708699080.828,,6.595152e+004,4.996356e+000,2.990496e-002,5.300086e-004,2,9.751270e-001,1.772310e+000,,,,,,,,,,,,,,64,3,4.000000e+000,5.603790e-003,0.000000e+000,0,,0,
1708699254.781,,6.392727e+004,4.996169e+000,3.144011e-002,4.565702e-004,2,9.756858e-001,1.452190e+000,,,,,,,,,,,,,,64,3,4.000000e+000,6.165028e-003,0.000000e+000,0,,0,
1708699435.000,,6.190303e+004,4.996247e+000,3.287166e-002,5.102317e-004,2,9.759271e-001,1.552193e+000,,,,,,,,,,,,,,64,3,4.000000e+000,5.697727e-003,0.000000e+000,0,,0,
1708699609.375,,5.987879e+004,4.996512e+000,3.461047e-002,4.157718e-004,2,9.767622e-001,1.201289e+000,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708699784.000,,5.785455e+004,4.996372e+000,3.632810e-002,5.469691e-004,2,9.768019e-001,1.505637e+000,,,,,,,,,,,,,,64,3,4.000000e+000,6.726265e-003,0.000000e+000,0,,0,
1708699951.437,,5.583030e+004,4.995952e+000,3.808993e-002,4.083644e-004,2,9.768435e-001,1.072106e+000,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708700125.578,,5.380606e+004,4.996169e+000,3.997816e-002,3.652108e-004,2,9.771128e-001,9.135259e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.605221e-003,0.000000e+000,0,,0,
1708700291.062,,5.178182e+004,4.996294e+000,4.197192e-002,3.463411e-004,2,9.771056e-001,8.251733e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708700456.937,,4.975757e+004,4.996527e+000,4.406076e-002,3.391213e-004,2,9.773140e-001,7.696673e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.513191e-003,0.000000e+000,0,,0,
1708700622.968,,4.773333e+004,4.996869e+000,4.626633e-002,3.154681e-004,2,9.774469e-001,6.818524e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.699158e-003,0.000000e+000,0,,0,
1708700787.156,,4.570909e+004,4.996076e+000,4.857800e-002,3.023037e-004,2,9.778348e-001,6.223059e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.886078e-003,0.000000e+000,0,,0,
1708700964.812,,4.368485e+004,4.996075e+000,5.104519e-002,2.945956e-004,2,9.778893e-001,5.771271e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.696774e-003,0.000000e+000,0,,0,
1708701129.703,,4.166061e+004,4.996200e+000,5.367625e-002,2.844604e-004,2,9.782433e-001,5.299559e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708701293.859,,3.963636e+004,4.996215e+000,5.646290e-002,2.675010e-004,2,9.775219e-001,4.737643e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.420208e-003,0.000000e+000,0,,0,
1708701457.562,,3.761212e+004,4.996667e+000,5.940690e-002,2.895829e-004,2,9.784490e-001,4.874567e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.511761e-003,0.000000e+000,0,,0,
1708701620.125,,3.558788e+004,4.996526e+000,6.258325e-002,2.778198e-004,2,9.785964e-001,4.439205e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.137920e-003,0.000000e+000,0,,0,
1708701776.843,,3.356364e+004,4.996542e+000,6.598016e-002,2.744191e-004,2,9.788208e-001,4.159115e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708701946.515,,3.153939e+004,4.996559e+000,6.965321e-002,2.696124e-004,2,9.786817e-001,3.870783e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.352901e-003,0.000000e+000,0,,0,
1708702108.640,,2.951515e+004,4.996449e+000,7.360122e-002,2.822028e-004,2,9.791281e-001,3.834215e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.326271e-003,0.000000e+000,0,,0,
1708702269.968,,2.749091e+004,4.996372e+000,7.788932e-002,3.647875e-004,2,9.789301e-001,4.683408e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.886078e-003,0.000000e+000,0,,0,
1708702492.125,,2.546667e+004,4.994645e+000,8.213145e-002,6.866778e-005,2,9.809208e-001,8.360717e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.069183e-003,0.000000e+000,0,,0,
1708702657.765,,2.344242e+004,4.996495e+000,8.774718e-002,2.793202e-004,2,9.794367e-001,3.183239e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.323887e-003,0.000000e+000,0,,0,
1708702817.406,,2.141818e+004,4.996620e+000,9.349012e-002,3.054326e-004,2,9.795019e-001,3.267004e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.604744e-003,0.000000e+000,0,,0,
1708702976.734,,1.939394e+004,4.996153e+000,9.991629e-002,2.996871e-004,2,9.797098e-001,2.999381e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.725311e-003,0.000000e+000,0,,0,
1708703136.546,,1.736970e+004,4.996527e+000,1.072207e-001,3.020358e-004,2,9.797398e-001,2.816955e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.884647e-003,0.000000e+000,0,,0,
1708703296.531,,1.534545e+004,4.996122e+000,1.156435e-001,3.065557e-004,2,9.798343e-001,2.650868e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.671097e-003,0.000000e+000,0,,0,
1708703454.593,,1.332121e+004,4.996558e+000,1.255978e-001,3.173310e-004,2,9.799297e-001,2.526564e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.513191e-003,0.000000e+000,0,,0,
1708703612.562,,1.129697e+004,4.996590e+000,1.376553e-001,3.284807e-004,2,9.800346e-001,2.386255e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.886078e-003,0.000000e+000,0,,0,
1708703770.625,,9.272728e+003,4.995734e+000,1.528012e-001,3.234308e-004,2,9.800620e-001,2.116677e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.445408e-003,0.000000e+000,0,,0,
1708703927.343,,7.248485e+003,4.996139e+000,1.728517e-001,3.412256e-004,2,9.802815e-001,1.974095e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.726265e-003,0.000000e+000,0,,0,
1708704106.750,,5.224242e+003,4.994986e+000,2.003747e-001,2.280874e-004,2,9.807864e-001,1.138304e-001,,,,,,,,,,,,,,64,3,4.000000e+000,2.800941e-003,0.000000e+000,0,,0,
1708704263.546,,3.200000e+003,4.996620e+000,2.398803e-001,3.253899e-004,2,9.802906e-001,1.356468e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.513191e-003,0.000000e+000,0,,0,
1708704399.015,,3.100000e+003,4.996449e+000,2.421034e-001,3.549689e-004,2,9.803928e-001,1.466187e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.790710e-003,0.000000e+000,0,,0,
1708704540.078,,3.000000e+003,4.996122e+000,2.445430e-001,3.332278e-004,2,9.805200e-001,1.362655e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.977631e-003,0.000000e+000,0,,0,
1708704681.734,,2.900000e+003,4.996341e+000,2.468507e-001,3.065593e-004,2,9.805317e-001,1.241882e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.911278e-003,0.000000e+000,0,,0,
1708704824.125,,2.800000e+003,4.995921e+000,2.492660e-001,3.105718e-004,2,9.804773e-001,1.245946e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708704965.281,,2.700000e+003,4.996885e+000,2.517026e-001,3.079502e-004,2,9.806488e-001,1.223468e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.420208e-003,0.000000e+000,0,,0,
1708705107.734,,2.600000e+003,4.996464e+000,2.541439e-001,3.020045e-004,2,9.808229e-001,1.188321e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.416870e-003,0.000000e+000,0,,0,
1708705242.921,,2.500000e+003,4.996807e+000,2.565652e-001,3.192347e-004,2,9.809350e-001,1.244263e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.952908e-003,0.000000e+000,0,,0,
1708705384.531,,2.400000e+003,4.996666e+000,2.592623e-001,2.986954e-004,2,9.799502e-001,1.152097e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.443977e-003,0.000000e+000,0,,0,
1708705525.421,,2.300000e+003,4.996434e+000,2.618341e-001,3.079145e-004,2,9.801629e-001,1.175991e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.416870e-003,0.000000e+000,0,,0,
1708705667.406,,2.200000e+003,4.995967e+000,2.644342e-001,2.855762e-004,2,9.802507e-001,1.079952e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.444931e-003,0.000000e+000,0,,0,
1708705810.203,,2.100000e+003,4.996403e+000,2.671501e-001,3.057675e-004,2,9.802449e-001,1.144553e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.512238e-003,0.000000e+000,0,,0,
1708705952.109,,2.000000e+003,4.996449e+000,2.698308e-001,2.937088e-004,2,9.803376e-001,1.088492e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708706092.000,,1.900000e+003,4.996667e+000,2.725725e-001,2.684644e-004,2,9.804509e-001,9.849281e-002,,,,,,,,,,,,,,64,3,4.000000e+000,4.858017e-003,0.000000e+000,0,,0,
1708706232.859,,1.800000e+003,4.996465e+000,2.753139e-001,2.942719e-004,2,9.802734e-001,1.068859e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165028e-003,0.000000e+000,0,,0,
1708706374.000,,1.700000e+003,4.996652e+000,2.780121e-001,2.783514e-004,2,9.803503e-001,1.001220e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.509853e-003,0.000000e+000,0,,0,
1708706514.062,,1.600000e+003,4.996029e+000,2.807964e-001,3.250900e-004,2,9.804350e-001,1.157743e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165028e-003,0.000000e+000,0,,0,
1708706655.171,,1.500000e+003,4.996122e+000,2.835373e-001,3.770373e-004,2,9.806923e-001,1.329763e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.629944e-003,0.000000e+000,0,,0,
1708706796.203,,1.400000e+003,4.996573e+000,2.861612e-001,3.122156e-004,2,9.805486e-001,1.091048e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.884647e-003,0.000000e+000,0,,0,
1708706930.984,,1.300000e+003,4.996402e+000,2.888272e-001,2.872238e-004,2,9.806478e-001,9.944485e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.325794e-003,0.000000e+000,0,,0,
1708707072.953,,1.200000e+003,4.996371e+000,2.915844e-001,2.446326e-004,2,9.806594e-001,8.389769e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.323887e-003,0.000000e+000,0,,0,
1708707214.265,,1.100000e+003,4.996091e+000,2.941769e-001,2.557088e-004,2,9.807225e-001,8.692347e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.606174e-003,0.000000e+000,0,,0,
1708707355.625,,1.000000e+003,4.996698e+000,2.966440e-001,3.116163e-004,2,9.807331e-001,1.050472e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.793095e-003,0.000000e+000,0,,0,
1708707496.843,,9.000000e+002,4.996060e+000,2.991234e-001,2.537429e-004,2,9.807921e-001,8.482883e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.699158e-003,0.000000e+000,0,,0,
1708707637.296,,8.000000e+002,4.996542e+000,3.014801e-001,2.554361e-004,2,9.807506e-001,8.472735e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.509853e-003,0.000000e+000,0,,0,
1708707777.703,,7.000000e+002,4.996465e+000,3.037220e-001,2.695264e-004,2,9.809482e-001,8.874113e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708707919.937,,6.000000e+002,4.996247e+000,3.057107e-001,2.579656e-004,2,9.809163e-001,8.438226e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708708061.250,,5.000000e+002,4.996511e+000,3.075955e-001,2.372357e-004,2,9.809813e-001,7.712588e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.072044e-003,0.000000e+000,0,,0,
1708708202.531,,4.000000e+002,4.996123e+000,3.091879e-001,3.387299e-004,2,9.804794e-001,1.095547e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.259441e-003,0.000000e+000,0,,0,
1708708343.906,,3.000000e+002,4.996527e+000,3.104630e-001,2.408699e-004,2,9.809882e-001,7.758408e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.046368e-003,0.000000e+000,0,,0,
1708708478.671,,2.000000e+002,4.996636e+000,3.111391e-001,2.739043e-004,2,9.812172e-001,8.803274e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708708620.703,,1.000000e+002,4.996185e+000,3.117075e-001,2.473948e-004,2,9.813017e-001,7.936760e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.605221e-003,0.000000e+000,0,,0,
1708708761.640,,0.000000e+000,4.996480e+000,3.115478e-001,2.392566e-004,2,9.813721e-001,7.679610e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.352901e-003,0.000000e+000,0,,0,
1708708903.328,,-1.000000e+002,4.996356e+000,3.111849e-001,2.605017e-004,2,9.814117e-001,8.371282e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.603790e-003,0.000000e+000,0,,0,
1708709045.000,,-2.000000e+002,4.996200e+000,3.100961e-001,2.702378e-004,2,9.815052e-001,8.714647e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.629944e-003,0.000000e+000,0,,0,
1708709186.421,,-3.000000e+002,4.996076e+000,3.087347e-001,2.483823e-004,2,9.815190e-001,8.045169e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.885124e-003,0.000000e+000,0,,0,
1708709321.109,,-4.000000e+002,4.996418e+000,3.069594e-001,2.841190e-004,2,9.817559e-001,9.255914e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.979061e-003,0.000000e+000,0,,0,
1708709461.296,,-5.000000e+002,4.995734e+000,3.046702e-001,3.122900e-004,2,9.821690e-001,1.025010e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.912231e-003,0.000000e+000,0,,0,
1708709602.703,,-6.000000e+002,4.996573e+000,3.021680e-001,2.733793e-004,2,9.826402e-001,9.047262e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.699158e-003,0.000000e+000,0,,0,
1708709743.484,,-7.000000e+002,4.996402e+000,2.993692e-001,2.824315e-004,2,9.820392e-001,9.434217e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.820202e-003,0.000000e+000,0,,0,
1708709885.078,,-8.000000e+002,4.996729e+000,2.965172e-001,2.825270e-004,2,9.822298e-001,9.528183e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.977631e-003,0.000000e+000,0,,0,
1708710027.156,,-9.000000e+002,4.996636e+000,2.934317e-001,2.858265e-004,2,9.820676e-001,9.740819e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.420208e-003,0.000000e+000,0,,0,
1708710169.031,,-1.000000e+003,4.996091e+000,2.903025e-001,3.030197e-004,2,9.821703e-001,1.043807e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.511761e-003,0.000000e+000,0,,0,
1708710310.296,,-1.100000e+003,4.996480e+000,2.869927e-001,3.013346e-004,2,9.821696e-001,1.049973e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.417824e-003,0.000000e+000,0,,0,
1708710451.796,,-1.200000e+003,4.996651e+000,2.836645e-001,3.016179e-004,2,9.821638e-001,1.063291e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.951000e-003,0.000000e+000,0,,0,
1708710593.046,,-1.300000e+003,4.996247e+000,2.802932e-001,3.031332e-004,2,9.822560e-001,1.081486e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.699158e-003,0.000000e+000,0,,0,
1708710727.453,,-1.400000e+003,4.996589e+000,2.771069e-001,3.014098e-004,2,9.823330e-001,1.087702e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.072998e-003,0.000000e+000,0,,0,
1708710862.828,,-1.500000e+003,4.996201e+000,2.737620e-001,2.926488e-004,2,9.824114e-001,1.068990e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.979061e-003,0.000000e+000,0,,0,
1708711003.796,,-1.600000e+003,4.996480e+000,2.705759e-001,2.929474e-004,2,9.822885e-001,1.082681e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708711139.546,,-1.700000e+003,4.996216e+000,2.674490e-001,3.375615e-004,2,9.823506e-001,1.262153e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.444931e-003,0.000000e+000,0,,0,
1708711281.640,,-1.800000e+003,4.996402e+000,2.643027e-001,3.529864e-004,2,9.821785e-001,1.335538e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.072044e-003,0.000000e+000,0,,0,
1708711423.687,,-1.900000e+003,4.996372e+000,2.612327e-001,3.101573e-004,2,9.822028e-001,1.187284e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.072044e-003,0.000000e+000,0,,0,
1708711558.593,,-2.000000e+003,4.996496e+000,2.582826e-001,2.467475e-004,2,9.824021e-001,9.553391e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.044937e-003,0.000000e+000,0,,0,
1708711700.250,,-2.100000e+003,4.996325e+000,2.553275e-001,2.951325e-004,2,9.819794e-001,1.155898e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708711841.406,,-2.200000e+003,4.996605e+000,2.524885e-001,2.967643e-004,2,9.820898e-001,1.175357e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708711983.296,,-2.300000e+003,4.996122e+000,2.497949e-001,2.772725e-004,2,9.820241e-001,1.110001e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.697727e-003,0.000000e+000,0,,0,
1708712125.375,,-2.400000e+003,4.996356e+000,2.470581e-001,2.456461e-004,2,9.819162e-001,9.942846e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.977631e-003,0.000000e+000,0,,0,
1708712266.937,,-2.500000e+003,4.996464e+000,2.432240e-001,2.286487e-003,2,9.783075e-001,9.400746e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.420208e-003,0.000000e+000,0,,0,
1708712408.656,,-2.600000e+003,4.996543e+000,2.418877e-001,2.657108e-004,2,9.818186e-001,1.098488e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708712543.687,,-2.700000e+003,4.996013e+000,2.394186e-001,2.689537e-004,2,9.819519e-001,1.123362e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.230904e-003,0.000000e+000,0,,0,
1708712678.437,,-2.800000e+003,4.996262e+000,2.369661e-001,2.217272e-004,2,9.818867e-001,9.356916e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.258011e-003,0.000000e+000,0,,0,
1708712819.515,,-2.900000e+003,4.996573e+000,2.345542e-001,2.508184e-004,2,9.817390e-001,1.069341e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.445885e-003,0.000000e+000,0,,0,
1708712961.109,,-3.000000e+003,4.996387e+000,2.322211e-001,2.256056e-004,2,9.816663e-001,9.715120e-002,,,,,,,,,,,,,,64,3,4.000000e+000,6.633282e-003,0.000000e+000,0,,0,
1708713103.000,,-3.100000e+003,4.996496e+000,2.299204e-001,2.108075e-004,2,9.817810e-001,9.168718e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.417824e-003,0.000000e+000,0,,0,
1708713244.343,,-3.200000e+003,4.996372e+000,2.277452e-001,2.253759e-004,2,9.818609e-001,9.895964e-002,,,,,,,,,,,,,,64,3,4.000000e+000,5.699158e-003,0.000000e+000,0,,0,
1708713401.125,,-5.224242e+003,4.996682e+000,1.904587e-001,2.141338e-004,2,9.816059e-001,1.124306e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.953384e-003,0.000000e+000,0,,0,
1708713559.031,,-7.248485e+003,4.996356e+000,1.647018e-001,2.021932e-004,2,9.824023e-001,1.227632e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.071091e-003,0.000000e+000,0,,0,
1708713717.078,,-9.272728e+003,4.996496e+000,1.461365e-001,1.926126e-004,2,9.826037e-001,1.318032e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.326271e-003,0.000000e+000,0,,0,
